term,n,beta,beta_std,se_naive,se_robust,z,p,odds_ratio,cov_method,pseudo_r2,base_rate,dataset,model,spec,node_variant,twohop_variant,pooled,pooled_spec,p_fdr
b_tgt,2415,-3.356495309746234,-0.9134334737643753,0.2626339816904008,0.36587495666445513,-9.173886456581078,0.0,0.03485720884170754,"cluster_2way(u,v)",0.19287572853010393,0.9461697722567288,bitcoin-alpha,walk_full,marginal3,in_in,inout,False,,0.0
b_2hop,2415,0.7647920689696404,0.16569065879376413,0.5105085218919074,0.6386914442927615,1.1974359071249392,0.23113669511056756,2.148547578493664,"cluster_2way(u,v)",0.19287572853010393,0.9461697722567288,bitcoin-alpha,walk_full,marginal3,in_in,inout,False,,0.26841680722517525
const,2338,4.928034550366863,,0.28352059856998424,0.2829187746212412,17.418549041025262,0.0,138.10780148266892,"cluster_2way(u,v)",0.30123614045798264,0.9491017964071856,bitcoin-alpha,walk_full,marginal3,out_in,out,False,,
b_src,2338,-3.3901395365524625,-0.9544395729548406,0.34671520741181555,0.5103398016567892,-6.642906403824603,3.075562027277101e-11,0.033703973635156044,"cluster_2way(u,v)",0.30123614045798264,0.9491017964071856,bitcoin-alpha,walk_full,marginal3,out_in,out,False,,5.5942854559314006e-11
b_tgt,2338,-3.3010207012229453,-0.881372582042136,0.3041614259258646,0.517509030221742,-6.378672657767007,1.7862933354706456e-10,0.03684553991364555,"cluster_2way(u,v)",0.30123614045798264,0.9491017964071856,bitcoin-alpha,walk_full,marginal3,out_in,out,False,,3.169111790239503e-10
b_2hop,2338,0.7477273195604309,0.18039699817915814,0.44005754550709,0.5198550070498156,1.438338208578184,0.15033811574870803,2.112194215178337,"cluster_2way(u,v)",0.30123614045798264,0.9491017964071856,bitcoin-alpha,walk_full,marginal3,out_in,out,False,,0.17965716736775067
const,2415,5.218046986935728,,0.2734879817665159,0.3372860317777907,15.47068806683776,0.0,184.5733576572031,"cluster_2way(u,v)",0.28676575049121766,0.9461697722567288,bitcoin-alpha,walk_full,marginal3,out_in,in,False,,
b_src,2415,-3.1184599212181,-0.8959785399695572,0.3148629631768533,0.44994520971620805,-6.930754798311982,4.18598489204669e-12,0.044225226331666014,"cluster_2way(u,v)",0.28676575049121766,0.9461697722567288,bitcoin-alpha,walk_full,marginal3,out_in,in,False,,7.777829992964174e-12
b_tgt,2415,-3.028222041870185,-0.8240974956835142,0.28039620107501156,0.4346762578139411,-6.9666147792373465,3.2465141686088828e-12,0.04840161771907999,"cluster_2way(u,v)",0.28676575049121766,0.9461697722567288,bitcoin-alpha,walk_full,marginal3,out_in,in,False,,6.0452332794786094e-12
b_2hop,2415,-0.4680306792692273,-0.11478480628300414,0.41958981064810663,0.4711650888186355,-0.993347534391253,0.32054062011688345,0.6262343109518165,"cluster_2way(u,v)",0.28676575049121766,0.9461697722567288,bitcoin-alpha,walk_full,marginal3,out_in,in,False,,0.36249619866621374
const,2419,4.873089677331544,,0.2865867347480884,0.3611428715689586,13.493523092843464,0.0,130.7241891489818,"cluster_2way(u,v)",0.2867978226783464,0.9462587846217445,bitcoin-alpha,walk_full,marginal3,out_in,inout,False,,
b_src,2419,-3.238565700149122,-0.9302198811474048,0.3190070548389635,0.4544719825200219,-7.125996375379303,1.0333955913210957e-12,0.039220108171451204,"cluster_2way(u,v)",0.2867978226783464,0.9462587846217445,bitcoin-alpha,walk_full,marginal3,out_in,inout,False,,1.9409865019596234e-12
b_tgt,2419,-3.0827840767930477,-0.8394358724639274,0.28087158078277724,0.425927042776864,-7.237821897136657,4.558575739110893e-13,0.04583148050101971,"cluster_2way(u,v)",0.2867978226783464,0.9462587846217445,bitcoin-alpha,walk_full,marginal3,out_in,inout,False,,8.656284480421563e-13
b_2hop,2419,0.4936410993694948,0.1071291959729211,0.46319086653858577,0.5741003459043693,0.8598515971835401,0.389870852772072,1.6382704789607636,"cluster_2way(u,v)",0.2867978226783464,0.9462587846217445,bitcoin-alpha,walk_full,marginal3,out_in,inout,False,,0.43296711670317506
