term,n,beta,beta_std,se_naive,se_robust,z,p,odds_ratio,cov_method,pseudo_r2,base_rate,dataset,model,spec,pooled,pooled_spec,p_fdr
src_in,9820,0.010036240320749156,0.0035173250974136834,0.09114986291631827,0.10016288477103572,0.10019919397979794,0.9201861859065694,1.0100867722894842,"cluster_2way(u,v)",0.2541605054469419,0.8415478615071283,wiki-rfa,walk_localattn4,node4,False,,0.9298723562845334
tgt_out,9820,-0.20627913409672044,-0.07258594437457289,0.08943792481814386,0.10756294509684382,-1.91775275315303,0.05514236919715776,0.8136059394245869,"cluster_2way(u,v)",0.2541605054469419,0.8415478615071283,wiki-rfa,walk_localattn4,node4,False,,0.07784805063128154
tgt_in,9820,-3.991217617940722,-1.4360570869354115,0.12206784661088818,0.14336139710668047,-27.840253363119157,0.0,0.01847720224422186,"cluster_2way(u,v)",0.2541605054469419,0.8415478615071283,wiki-rfa,walk_localattn4,node4,False,,0.0
const,9820,6.346961933608359,,0.1743001508972872,0.1985182622513578,31.971677878038385,0.0,570.7560774916248,"cluster_2way(u,v)",0.27811053276622966,0.869959266802444,wiki-rfa,GINEConv,node4,False,,
src_out,9820,-1.994445267066863,-0.566769765855858,0.1406095714047193,0.2071873933721319,-9.626286786110652,0.0,0.13608912635168963,"cluster_2way(u,v)",0.27811053276622966,0.869959266802444,wiki-rfa,GINEConv,node4,False,,0.0
src_in,9820,0.07037422051308818,0.024663519815270086,0.09898196661622609,0.12223294439087873,0.575738569203113,0.5647919014127116,1.0729096109230203,"cluster_2way(u,v)",0.27811053276622966,0.869959266802444,wiki-rfa,GINEConv,node4,False,,0.6232186498347163
tgt_out,9820,0.02074352827280754,0.007299277243603337,0.09618401882334562,0.09092205832456014,0.22814626785900904,0.8195325318622007,1.0209601706380698,"cluster_2way(u,v)",0.27811053276622966,0.869959266802444,wiki-rfa,GINEConv,node4,False,,0.8459690651480781
tgt_in,9820,-4.774609738934314,-1.7179249064562834,0.15589944963542193,0.16693825210272545,-28.601052657459583,0.0,0.008441377785799163,"cluster_2way(u,v)",0.27811053276622966,0.869959266802444,wiki-rfa,GINEConv,node4,False,,0.0
const,9820,5.952817538937916,,0.1605347971448912,0.1725853960010152,34.49201193653083,0.0,384.83610368592116,"cluster_2way(u,v)",0.24514172756052532,0.8679226069246436,wiki-rfa,SiGAT,node4,False,,
src_out,9820,-2.154116762131916,-0.6121442754331339,0.1399106702657947,0.1536906523012767,-14.015925691493871,0.0,0.11600560592174143,"cluster_2way(u,v)",0.24514172756052532,0.8679226069246436,wiki-rfa,SiGAT,node4,False,,0.0
src_in,9820,0.04799609696295713,0.01682082842084718,0.09681631311503991,0.11120386089627544,0.4316045915683191,0.6660288207232226,1.0491665603805298,"cluster_2way(u,v)",0.24514172756052532,0.8679226069246436,wiki-rfa,SiGAT,node4,False,,0.6949865955372757
tgt_out,9820,-0.08768186589333832,-0.030853683133110415,0.09444989701517216,0.0925212149756947,-0.9476947088986275,0.3432848953337455,0.9160522578384356,"cluster_2way(u,v)",0.24514172756052532,0.8679226069246436,wiki-rfa,SiGAT,node4,False,,0.40685617224740206
tgt_in,9820,-4.062272264173618,-1.4616228510831184,0.13560206182340184,0.16127126962494165,-25.189063579774544,0.0,0.017209869283405493,"cluster_2way(u,v)",0.24514172756052532,0.8679226069246436,wiki-rfa,SiGAT,node4,False,,0.0
const,36692,4.172666130909283,,0.051234754190361706,0.06272670376155508,66.52136778573549,0.0,64.88822218605713,"cluster_2way(u,v)",0.20778451532196163,0.8132835495475853,slashdot090221,walk_full,node4,False,,
src_out,36692,-3.0765621297314665,-1.184723980883599,0.05038658076663047,0.06663200109983493,-46.172440853484865,0.0,0.04611753051766957,"cluster_2way(u,v)",0.20778451532196163,0.8132835495475853,slashdot090221,walk_full,node4,False,,0.0
src_in,36692,-0.08717476277959745,-0.03356758656102234,0.04229732353105054,0.04974245337323512,-1.752522380138642,0.07968402501405869,0.9165169085936999,"cluster_2way(u,v)",0.20778451532196163,0.8132835495475853,slashdot090221,walk_full,node4,False,,0.10774178030069907
tgt_out,36692,-0.16632669344336073,-0.06386247912781846,0.0389281092993401,0.04504571876218316,-3.692397369025789,0.0002221500000216814,0.8467695549355765,"cluster_2way(u,v)",0.20778451532196163,0.8132835495475853,slashdot090221,walk_full,node4,False,,0.0003614644068149392
tgt_in,36692,-1.25686285811878,-0.4320244441329241,0.05130797109261877,0.07151693730855284,-17.57433840736451,0.0,0.2845452866999736,"cluster_2way(u,v)",0.20778451532196163,0.8132835495475853,slashdot090221,walk_full,node4,False,,0.0
const,36692,4.354396800237191,,0.05386204149258081,0.06233245675512135,69.85761554921265,0.0,77.81987024932671,"cluster_2way(u,v)",0.20754610675461294,0.8253297721574185,slashdot090221,walk_localattn4,node4,False,,
src_out,36692,-3.0396234939279863,-1.170499633767512,0.0517963200585493,0.06723324669139757,-45.210125101944584,0.0,0.04785290301143356,"cluster_2way(u,v)",0.20754610675461294,0.8253297721574185,slashdot090221,walk_localattn4,node4,False,,0.0
src_in,36692,0.023614264276482024,0.009092928215701289,0.04318727567044533,0.04877948008780012,0.4841024183525075,0.6283131850847481,1.0238952887170876,"cluster_2way(u,v)",0.20754610675461294,0.8253297721574185,slashdot090221,walk_localattn4,node4,False,,0.6777310760464699
tgt_out,36692,-0.09418626247079195,-0.03616357721448037,0.03972109995580395,0.04414398203076055,-2.133615005668514,0.03287430862954821,0.9101132265139145,"cluster_2way(u,v)",0.20754610675461294,0.8253297721574185,slashdot090221,walk_localattn4,node4,False,,0.04710348699159147
